Date,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble
03-11-2013,ASIANPAINT,EQ,542.8,543.95,545.9,536.75,537.5,538.15,540.68,173340,9.3721E+12,3876,65781,0.37950000000000006
05-11-2013,ASIANPAINT,EQ,538.15,535.35,551.35,535.3,549,548.2,543.76,1376974,7.48747E+13,44202,601381,0.43670000000000003
06-11-2013,ASIANPAINT,EQ,548.2,550,555.75,541.3,554.9,552.35,551.08,1527805,8.41949E+13,40294,674348,0.4414
07-11-2013,ASIANPAINT,EQ,552.35,552,558.45,547.55,552.5,551.4,553.36,880347,4.87152E+13,20036,297621,0.3381
08-11-2013,ASIANPAINT,EQ,551.4,550,561.75,546.65,558.7,556.6,553.73,896874,4.96626E+13,25929,286622,0.3196
11-11-2013,ASIANPAINT,EQ,556.6,551.15,556.55,545.2,545.95,546.5,550.38,942969,5.18987E+13,23117,314233,0.3332
12-11-2013,ASIANPAINT,EQ,546.5,548,550.95,528.1,530.05,530.45,537.66,886182,4.76463E+13,20312,367550,0.4148
13-11-2013,ASIANPAINT,EQ,530.45,523.1,531.8,518.2,521.5,522.85,523.54,922754,4.83101E+13,22762,332114,0.35990000000000005
14-11-2013,ASIANPAINT,EQ,522.85,525.25,530.25,511.1,514.4,513.15,520.93,1141064,59442002554999.99,29281,421619,0.36950000000000005
18-11-2013,ASIANPAINT,EQ,513.15,518.2,527.9,515.05,525.8,526.3,521.08,1208180,6.29559E+13,31849,303769,0.2514
19-11-2013,ASIANPAINT,EQ,526.3,528,534.3,528,532.3,531.3,531.6,840508,4.46818E+13,14642,269640,0.3208
20-11-2013,ASIANPAINT,EQ,531.3,531.9,537,521.4,523.3,524.3,530.65,869675,4.61493E+13,17947,197177,0.2267
21-11-2013,ASIANPAINT,EQ,524.3,520.9,520.9,506.2,509.3,509.25,513.99,617352,31731427785000.004,14909,191869,0.31079999999999997
22-11-2013,ASIANPAINT,EQ,509.25,512,514.9,505.15,508.5,508.1,510.92,654192,33424155639999.996,14295,168650,0.25780000000000003
25-11-2013,ASIANPAINT,EQ,508.1,510.15,519.5,510.15,515.7,516.3,516.08,559626,28880903985000.004,13569,223622,0.3996
26-11-2013,ASIANPAINT,EQ,516.3,513.5,515.85,505,505.45,506.7,508.61,889816,4.52573E+13,15246,252818,0.2841
27-11-2013,ASIANPAINT,EQ,506.7,506.9,506.95,499.6,505.85,504.75,504.04,522030,2.63126E+13,13347,194443,0.3725
28-11-2013,ASIANPAINT,EQ,504.75,509.9,513.2,499.45,505.2,504.85,506.4,1494607,7.56872E+13,34615,851139,0.5695
29-11-2013,ASIANPAINT,EQ,504.85,505.05,508.8,502.2,503.95,503.65,504.5,1045856,5.27638E+13,19060,567336,0.5425
02-12-2013,ASIANPAINT,EQ,503.65,506,508.95,503,505.5,505.1,505.5,957110,4.83815E+13,41833,621727,0.6496
03-12-2013,ASIANPAINT,EQ,505.1,504,514.45,502.2,504.3,504.45,507.7,2162803,109806224725000.0,53732,1254024,0.5798
04-12-2013,ASIANPAINT,EQ,504.45,506.05,507.5,501,503.1,502.35,504.05,740212,3.73104E+13,26042,354864,0.4794
05-12-2013,ASIANPAINT,EQ,502.35,507.9,508.9,503.1,504.6,504.85,505.51,966233,4.88443E+13,56545,595289,0.6161
06-12-2013,ASIANPAINT,EQ,504.85,504.95,510.95,501.45,504.8,504.75,506.17,877218,4.44022E+13,27152,513555,0.5854
09-12-2013,ASIANPAINT,EQ,504.75,516,516.25,503,503.7,504.65,505.36,945168,4.7765E+13,32710,680461,0.7199
10-12-2013,ASIANPAINT,EQ,504.65,505,508,496.75,505,504.7,503.85,1079003,54365328179999.99,22268,564448,0.5231
11-12-2013,ASIANPAINT,EQ,504.7,504.1,506.15,499.05,502.9,501.75,501.93,457572,2.29669E+13,15179,168916,0.36920000000000003
12-12-2013,ASIANPAINT,EQ,501.75,498,505.5,495.45,496,497.8,501.54,460920,2.3117E+13,14292,154280,0.3347
13-12-2013,ASIANPAINT,EQ,497.8,494.1,499.25,490.05,493.4,494.1,493.67,560652,27677525310000.004,27024,254470,0.4539
16-12-2013,ASIANPAINT,EQ,494.1,492.2,496.1,484.05,484.9,485.85,489.04,465539,2.27668E+13,19381,165660,0.3558
17-12-2013,ASIANPAINT,EQ,485.85,486.7,494.4,482,489.1,490.65,489.49,706788,34596386185000.004,23611,187236,0.26489999999999997
18-12-2013,ASIANPAINT,EQ,490.65,490,498.8,486.5,497.3,497.15,493.39,879699,4.34037E+13,24909,375227,0.4265
19-12-2013,ASIANPAINT,EQ,497.15,498.5,499.7,485.1,486,485.95,490.09,879048,4.30812E+13,26892,356670,0.4057
20-12-2013,ASIANPAINT,EQ,485.95,485.15,492.1,482.1,490,489.6,487.88,848785,4.14103E+13,23326,294357,0.3468
23-12-2013,ASIANPAINT,EQ,489.6,489.95,492,484.5,485,486.7,489.24,619218,3.02946E+13,17620,334690,0.5405
24-12-2013,ASIANPAINT,EQ,486.7,488.8,491.7,486,486.85,487.4,489.42,510114,2.49661E+13,14598,221983,0.43520000000000003
26-12-2013,ASIANPAINT,EQ,487.4,487,491.15,485.95,489,489.85,489.88,1213677,5.94553E+13,18420,860864,0.7093
27-12-2013,ASIANPAINT,EQ,489.85,490.65,491.25,482.5,485.25,485.1,486.04,516613,2.51093E+13,12336,259081,0.5015
30-12-2013,ASIANPAINT,EQ,485.1,486.05,490.75,483.45,488.4,487.85,486.93,493062,2.40087E+13,10220,208081,0.42200000000000004
31-12-2013,ASIANPAINT,EQ,487.85,486.5,492.6,486.5,489.85,490,490.28,608388,2.98282E+13,20144,306719,0.5042
01-01-2014,ASIANPAINT,EQ,490,494.4,503.9,492,499.5,499.75,500.42,1866326,9.33939E+13,35291,1035929,0.5551
02-01-2014,ASIANPAINT,EQ,499.75,501.4,505.1,483,485.1,485.55,497.58,952911,4.74146E+13,23236,478072,0.5017
03-01-2014,ASIANPAINT,EQ,485.55,483,491.5,480,490,489.5,487.71,994043,4.84806E+13,25629,582823,0.5863
06-01-2014,ASIANPAINT,EQ,489.5,491.35,492.5,482.6,489.15,490.65,489.15,833555,4.07737E+13,23080,493601,0.5922
07-01-2014,ASIANPAINT,EQ,490.65,491,493.5,484,490,489.95,489.4,708829,3.46899E+13,15369,535250,0.7551000000000001
08-01-2014,ASIANPAINT,EQ,489.95,490.55,493,487.5,490.25,490.5,490.5,703600,34511775914999.996,19835,513140,0.7293000000000001
09-01-2014,ASIANPAINT,EQ,490.5,488.35,491.9,485.55,490.2,490.1,488.94,639802,3.12823E+13,36231,507407,0.7931
10-01-2014,ASIANPAINT,EQ,490.1,488,498,488,490.95,492,494.26,610335,3.01661E+13,27089,304716,0.4993
13-01-2014,ASIANPAINT,EQ,492,488.7,499.4,488,494,494.05,494.58,1093710,5.4093E+13,39979,792236,0.7244
14-01-2014,ASIANPAINT,EQ,494.05,492,496.5,486.05,487,487.4,490.75,448596,2.20149E+13,12544,293448,0.6541
15-01-2014,ASIANPAINT,EQ,487.4,486,494.7,486,492.7,493.5,491.77,597708,29393225060000.004,23251,380694,0.6369
16-01-2014,ASIANPAINT,EQ,493.5,495,496.85,490.7,495,495.6,494.74,738459,3.65348E+13,13556,474809,0.643
17-01-2014,ASIANPAINT,EQ,495.6,497.45,500,488.1,492.15,491.55,494.69,827389,4.09298E+13,14519,455313,0.5503
20-01-2014,ASIANPAINT,EQ,491.55,491.5,492.5,483.75,489.2,490,488.78,1396371,68251170004999.99,20199,687212,0.49210000000000004
21-01-2014,ASIANPAINT,EQ,490,478,482.9,472.3,479.5,479.25,476.93,1628124,7.76501E+13,47284,759965,0.4668
22-01-2014,ASIANPAINT,EQ,479.25,478.85,478.85,466.85,474.8,472.6,470.84,2795089,131605258670000.0,55870,2082049,0.7449
23-01-2014,ASIANPAINT,EQ,472.6,473.9,474.5,468.15,474,473,471.28,941667,4.43785E+13,27184,617937,0.6562
24-01-2014,ASIANPAINT,EQ,473,469.25,479.55,465,479.4,478.1,474.37,1170322,55516835545000.01,26079,717259,0.6129
27-01-2014,ASIANPAINT,EQ,478.1,474,478.9,470.5,477,476.4,475.39,941676,4.47666E+13,17909,624365,0.663
28-01-2014,ASIANPAINT,EQ,476.4,475.25,480.7,471,479,476.8,475.47,902422,4.29072E+13,11183,670491,0.743
29-01-2014,ASIANPAINT,EQ,476.8,478.1,484.75,473.75,483,482.9,481.49,1046075,5.03671E+13,29195,763510,0.7299
30-01-2014,ASIANPAINT,EQ,482.9,478,480,463.95,475.8,477.5,471.95,2915597,137600385984999.98,33712,2244236,0.7697
31-01-2014,ASIANPAINT,EQ,477.5,474.15,478.9,467.05,473,471.7,471.22,1681719,7.92464E+13,36277,1237876,0.7361
03-02-2014,ASIANPAINT,EQ,471.7,468.25,479,467.55,469.9,469.9,473.95,651775,30890828060000.004,16351,385545,0.5915
04-02-2014,ASIANPAINT,EQ,469.9,465.05,477.4,464.05,475,476,471.87,969792,4.57619E+13,13718,763855,0.7876000000000001
05-02-2014,ASIANPAINT,EQ,476,473.2,485.1,470.1,484.5,484.45,478.3,1254256,5.99914E+13,14559,915657,0.73
06-02-2014,ASIANPAINT,EQ,484.45,485.55,488,478,485.05,484.05,481.87,978103,4.71319E+13,21216,677858,0.693
07-02-2014,ASIANPAINT,EQ,484.05,487,491.3,484.05,490,490.5,489.23,596025,2.91592E+13,12320,338879,0.5686
10-02-2014,ASIANPAINT,EQ,490.5,492.8,495,485,487.2,487,488.17,2209585,107864659840000.02,25705,1933386,0.875
11-02-2014,ASIANPAINT,EQ,487,489.1,489.25,480.7,483.95,484.35,485.1,1058522,5.13486E+13,20818,888013,0.8389
12-02-2014,ASIANPAINT,EQ,484.35,479,483,474.1,478.05,477.35,476.78,856522,4.08375E+13,28575,450006,0.5254
13-02-2014,ASIANPAINT,EQ,477.35,477.35,479.75,466.65,467.5,468.8,472.11,318431,15033343369999.998,13958,135426,0.4253
14-02-2014,ASIANPAINT,EQ,468.8,469.65,475.45,469.25,473.05,472.8,472.48,323567,1.52877E+13,11154,145903,0.4509
17-02-2014,ASIANPAINT,EQ,472.8,474.85,476.2,470.6,472.3,473.25,473.32,274976,1.30153E+13,9134,163757,0.5955
18-02-2014,ASIANPAINT,EQ,473.25,473.5,477,463.65,472.35,473.1,471.85,403429,1.90358E+13,14616,104043,0.2579
19-02-2014,ASIANPAINT,EQ,473.1,472,473.1,467.5,467.5,468.5,469.51,292623,1.37389E+13,10186,154205,0.527
20-02-2014,ASIANPAINT,EQ,468.5,466.65,467.5,460.2,460.35,461.6,463.46,694901,3.22061E+13,17186,378390,0.5445000000000001
21-02-2014,ASIANPAINT,EQ,461.6,462.25,468.85,461.3,465,464,465.28,562640,2.61785E+13,21601,335575,0.5964
24-02-2014,ASIANPAINT,EQ,464,464.5,471.8,464.05,471.3,470.8,469.24,303887,1.42595E+13,10801,126071,0.41490000000000005
25-02-2014,ASIANPAINT,EQ,470.8,471.5,474.85,470.1,472.45,472.05,472.51,806751,3.81198E+13,22417,651840,0.8079999999999999
26-02-2014,ASIANPAINT,EQ,472.05,470.5,479.9,470.5,478,477.15,475.7,604265,2.87448E+13,14633,385053,0.6372
28-02-2014,ASIANPAINT,EQ,477.15,477.75,482.5,470.55,471.5,473,474.97,673369,3.19832E+13,24705,410985,0.6103000000000001
03-03-2014,ASIANPAINT,EQ,473,471.5,476.35,468.5,471.8,472.95,473.22,431296,2.041E+13,11901,237672,0.5511
04-03-2014,ASIANPAINT,EQ,472.95,471.55,477.5,471.55,475.9,475.6,474.94,1001089,4.75455E+13,16044,792094,0.7912
05-03-2014,ASIANPAINT,EQ,475.6,477.4,478.9,472,473.9,474.6,475.22,436618,2.07488E+13,22300,244011,0.5589000000000001
06-03-2014,ASIANPAINT,EQ,474.6,476.5,477.2,472.55,474,474.55,474.79,437306,2.0763E+13,10597,326422,0.7464000000000001
07-03-2014,ASIANPAINT,EQ,474.55,475.9,484.3,473.5,480.15,481,478.81,930496,4.45529E+13,30121,563949,0.6061
10-03-2014,ASIANPAINT,EQ,481,482,490,480.6,484.45,484.85,486.61,993946,4.83665E+13,25213,646291,0.6502
11-03-2014,ASIANPAINT,EQ,484.85,487.6,489.5,478.55,478.55,480.7,484.22,535386,2.59246E+13,14175,284200,0.5307999999999999
12-03-2014,ASIANPAINT,EQ,480.7,481,495.95,478.6,495.05,494.3,489.67,907392,4.44323E+13,24499,398111,0.4387
13-03-2014,ASIANPAINT,EQ,494.3,498,504.2,491.7,494.5,493.75,499.25,772560,3.85698E+13,25933,365548,0.4732
14-03-2014,ASIANPAINT,EQ,493.75,491,499.85,490.95,494.55,495.5,495.6,711413,3.52576E+13,18746,476362,0.6696
18-03-2014,ASIANPAINT,EQ,495.5,496.5,504.6,494.2,502,501.6,501.2,621330,3.11412E+13,28962,287920,0.46340000000000003
19-03-2014,ASIANPAINT,EQ,501.6,503,514.45,503,513,513.05,510.02,939626,4.79231E+13,26575,566482,0.6029
20-03-2014,ASIANPAINT,EQ,513.05,513.5,519.7,513,515.4,515.6,516.19,1196743,6.17747E+13,28466,916097,0.7655
21-03-2014,ASIANPAINT,EQ,515.6,516.15,518,504.95,508.1,510.1,509.3,955311,4.86537E+13,26135,663959,0.6950000000000001
22-03-2014,ASIANPAINT,EQ,510.1,509,510.3,506.4,506.7,506.85,507.71,24307,1.23408E+12,751,11817,0.48619999999999997
24-03-2014,ASIANPAINT,EQ,506.85,507.5,525,506.05,524,523.9,518.3,985612,5.10845E+13,26080,544285,0.5522
25-03-2014,ASIANPAINT,EQ,523.9,524.5,533.6,522,526.75,525.3,527.21,655035,34534059889999.996,17828,330439,0.5045000000000001
26-03-2014,ASIANPAINT,EQ,525.3,526.55,533.25,523.45,530,529.1,529.09,577241,3.05411E+13,21884,395032,0.6843000000000001
27-03-2014,ASIANPAINT,EQ,529.1,527.45,544,527.45,541.2,539.05,538.82,1514253,8.15904E+13,25142,950618,0.6278
28-03-2014,ASIANPAINT,EQ,539.05,542,543,533.9,538,539.85,538.08,559627,30112371685000.004,22473,310818,0.5554
31-03-2014,ASIANPAINT,EQ,539.85,540,550,535,547.1,547.95,544.12,545531,2.96834E+13,14626,199700,0.3661
01-04-2014,ASIANPAINT,EQ,547.95,547.75,547.75,532,536.2,536.65,535.34,590285,31600434410000.004,16729,327094,0.5540999999999999
02-04-2014,ASIANPAINT,EQ,536.65,536,542.8,521,523.05,522.8,527.05,1296369,68325556820000.01,28760,961404,0.7415999999999999
03-04-2014,ASIANPAINT,EQ,522.8,523.55,542,523.55,541.3,538.6,532.75,960789,5.1186E+13,28242,324365,0.3376
04-04-2014,ASIANPAINT,EQ,538.6,543,543,527.5,530,530.7,530.99,757681,4.02322E+13,17837,345272,0.4557
07-04-2014,ASIANPAINT,EQ,530.7,531,544.85,526.5,539.9,539.55,534.32,1064991,5.69051E+13,20884,463004,0.4347
09-04-2014,ASIANPAINT,EQ,539.55,542.35,549.5,538.85,547.15,547.7,544.48,620888,3.38064E+13,21334,231617,0.373
10-04-2014,ASIANPAINT,EQ,547.7,544.3,550,539.4,541.95,541.5,545.16,740700,4.03798E+13,24843,470308,0.635
11-04-2014,ASIANPAINT,EQ,541.5,540,546.85,535.4,543,543.7,541.71,513869,2.7837E+13,16231,209880,0.40840000000000004
15-04-2014,ASIANPAINT,EQ,543.7,544,545,530.85,535,534.5,535.18,403358,2.15869E+13,12793,231337,0.5735
16-04-2014,ASIANPAINT,EQ,534.5,537.65,538.5,532.5,533.6,534.9,535.14,750909,4.01838E+13,27172,567088,0.7552
17-04-2014,ASIANPAINT,EQ,534.9,537.9,546.5,533.2,545,543.75,539.54,697395,3.7627E+13,18734,401748,0.5761000000000001
21-04-2014,ASIANPAINT,EQ,543.75,547,547,533.15,541,539.2,536.9,1250718,6.71508E+13,15649,948473,0.7583
22-04-2014,ASIANPAINT,EQ,539.2,540.2,542,534.5,536,536.4,537.57,405176,2.17809E+13,8861,225656,0.5569
23-04-2014,ASIANPAINT,EQ,536.4,532.25,540.05,528.55,531.15,529.6,531,866527,4.60126E+13,28143,653686,0.7544
25-04-2014,ASIANPAINT,EQ,529.6,534.5,534.5,513.05,517.65,514.95,519.88,512656,2.66521E+13,13659,268924,0.5246000000000001
28-04-2014,ASIANPAINT,EQ,514.95,515,518.65,498.55,500,500.55,504.72,1434257,7.23901E+13,35670,1024906,0.7145999999999999
29-04-2014,ASIANPAINT,EQ,500.55,502,504.95,494.7,501.85,497.6,502.08,871746,4.37688E+13,20602,560256,0.6426999999999999
30-04-2014,ASIANPAINT,EQ,497.6,498.2,511.95,498.2,505.4,505.15,506.38,642019,32510874614999.996,14952,330932,0.5155
02-05-2014,ASIANPAINT,EQ,505.15,505,518.5,505,511.45,511.45,513.87,521441,2.67955E+13,15267,252225,0.48369999999999996
05-05-2014,ASIANPAINT,EQ,511.45,510.25,519.75,507.45,518,518.6,515.06,507852,2.61576E+13,13334,262897,0.5177
06-05-2014,ASIANPAINT,EQ,518.6,521,524.45,513.25,514.45,514.75,517.87,346381,1.7938E+13,9407,132243,0.38180000000000003
07-05-2014,ASIANPAINT,EQ,514.75,510,515,504,504.7,505.65,510.22,492771,2.51422E+13,12137,330994,0.6717000000000001
08-05-2014,ASIANPAINT,EQ,505.65,504.3,511.9,503,505,504.4,506.38,473377,2.39711E+13,13800,267227,0.5645
09-05-2014,ASIANPAINT,EQ,504.4,504.45,522.5,503,519,521.15,515.78,503574,2.59735E+13,9460,245827,0.4882
12-05-2014,ASIANPAINT,EQ,521.15,520.25,540,518.1,538,538.2,528.77,896112,4.73834E+13,23095,338373,0.3776
13-05-2014,ASIANPAINT,EQ,538.2,539.3,551,534.95,540,540.35,542.95,1114150,60492656545000.01,22263,264855,0.2377
14-05-2014,ASIANPAINT,EQ,540.35,544.9,560,542,555.85,556.9,552.53,1212854,6.70143E+13,32626,445503,0.36729999999999996
15-05-2014,ASIANPAINT,EQ,556.9,563.9,563.9,523.5,525,529.05,533.51,1907311,101757684305000.0,47988,917899,0.48130000000000006
16-05-2014,ASIANPAINT,EQ,529.05,540,550,527,536,536.5,539.92,2066679,111584433930000.0,27719,1114357,0.5392
19-05-2014,ASIANPAINT,EQ,536.5,542,542,522.5,525.9,527.45,528.85,885764,4.68438E+13,22359,511397,0.5774
20-05-2014,ASIANPAINT,EQ,527.45,535,535.7,515.7,528.3,528.9,528.22,1025384,5.41625E+13,19279,708000,0.6905
21-05-2014,ASIANPAINT,EQ,528.9,528,549.5,528,548.9,546.3,537.57,1843991,9.91278E+13,27518,1392018,0.7549
22-05-2014,ASIANPAINT,EQ,546.3,549.5,549.85,536.75,537,537.8,541.74,1296696,7.02472E+13,23643,789010,0.6085
23-05-2014,ASIANPAINT,EQ,537.8,538.5,542.25,533,539,540.55,538.08,495348,2.66538E+13,15401,273804,0.5528000000000001
26-05-2014,ASIANPAINT,EQ,540.55,532,538.75,520.05,523.6,523.6,529.49,687589,3.64072E+13,18824,372797,0.5422
27-05-2014,ASIANPAINT,EQ,523.6,526,529.5,515,521.95,523.75,524.06,601376,31515765235000.004,21062,352811,0.5867
28-05-2014,ASIANPAINT,EQ,523.75,522.6,524.5,506.5,508.75,510.2,513.52,959457,4.92702E+13,33862,723782,0.7544
29-05-2014,ASIANPAINT,EQ,510.2,510,514.9,504,507,506.35,508.46,1727396,8.78307E+13,36369,1265713,0.7327
30-05-2014,ASIANPAINT,EQ,506.35,507,513.15,501.75,505.5,507.6,507.41,1629445,8.26803E+13,29795,1171366,0.7189
02-06-2014,ASIANPAINT,EQ,507.6,504.35,515,503.35,510,509.85,509.8,887646,4.5252E+13,13496,622151,0.7009000000000001
03-06-2014,ASIANPAINT,EQ,509.85,511,512.6,506.15,509,509.1,508.64,586753,29844724135000.004,14700,406830,0.6934
04-06-2014,ASIANPAINT,EQ,509.1,507.7,510.9,504.4,509,509,509.06,676269,3.44262E+13,17897,478203,0.7071
05-06-2014,ASIANPAINT,EQ,509,509.6,516,507.1,509.2,510.1,511.34,1230823,62937312529999.99,41030,864242,0.7022
06-06-2014,ASIANPAINT,EQ,510.1,512,512.85,503.5,505.9,505.35,505.95,1632891,8.26161E+13,54688,1261240,0.7724
09-06-2014,ASIANPAINT,EQ,505.35,507.9,530,507.1,529.9,528.1,519.79,4290170,222997973994999.97,77750,2657182,0.6194
10-06-2014,ASIANPAINT,EQ,528.1,530,539.8,523,535.7,536.25,533.75,2579465,137678889415000.02,51025,1251207,0.4851
11-06-2014,ASIANPAINT,EQ,536.25,538.05,547.8,536.65,543,543.65,543.32,1993349,108301953834999.98,38814,1243842,0.624
12-06-2014,ASIANPAINT,EQ,543.65,541,552.45,539.35,550.4,549.3,546.95,860725,4.70774E+13,22581,331699,0.3854
13-06-2014,ASIANPAINT,EQ,549.3,549.3,555,540,543,542.2,545.79,573503,3.13015E+13,14197,250945,0.4376
16-06-2014,ASIANPAINT,EQ,542.2,535.9,543.5,533.3,540.9,539.85,539.53,472781,2.55079E+13,19429,218119,0.46140000000000003
17-06-2014,ASIANPAINT,EQ,539.85,540,565,540,561.1,560.6,553.12,1580095,8.73976E+13,50497,743045,0.4703
18-06-2014,ASIANPAINT,EQ,560.6,560,569,552.25,554,557.9,560.27,2003001,112222609740000.02,53057,1220756,0.6095
19-06-2014,ASIANPAINT,EQ,557.9,559.6,570,551.2,568.1,568,560.74,1112449,6.2379E+13,49253,645184,0.58
20-06-2014,ASIANPAINT,EQ,568,570,573.75,557,567.1,568.45,567.07,1086913,6.16361E+13,26041,495096,0.45549999999999996
23-06-2014,ASIANPAINT,EQ,568.45,568.45,577,567.3,574.75,574.1,571.83,610166,34891090335000.004,24146,343382,0.5628000000000001
24-06-2014,ASIANPAINT,EQ,574.1,574.1,582,571.6,577.25,579.9,577.56,816172,4.71386E+13,19819,557440,0.6829999999999999
25-06-2014,ASIANPAINT,EQ,579.9,580.1,589,573,588,586.5,580.74,796312,4.62453E+13,20403,507492,0.6373
26-06-2014,ASIANPAINT,EQ,586.5,589.9,590,577.8,586.9,584.8,584.78,838466,4.90319E+13,14247,647468,0.7722
27-06-2014,ASIANPAINT,EQ,584.8,586.2,594,581.6,583.3,584.7,588.24,738734,4.34552E+13,18328,460432,0.6233
30-06-2014,ASIANPAINT,EQ,584.7,585,597.9,584.7,593,594,592.1,785106,4.64862E+13,26855,418121,0.5326
01-07-2014,ASIANPAINT,EQ,594,593.3,598.8,580.35,584,583.85,585.06,696050,4.07233E+13,23548,358855,0.5156000000000001
02-07-2014,ASIANPAINT,EQ,583.85,586.55,596,582,583.1,584.05,587.76,816714,4.80033E+13,15358,445646,0.5457
03-07-2014,ASIANPAINT,EQ,584.05,585.1,587.75,576.3,583.5,581.7,580.79,511556,29710891789999.996,17269,191623,0.37460000000000004
04-07-2014,ASIANPAINT,EQ,581.7,584.9,592.85,584,587.5,588.65,589.38,374126,2.20502E+13,12600,128964,0.3447
07-07-2014,ASIANPAINT,EQ,588.65,588.65,596.5,584.05,596.5,593.6,591.88,713824,4.22498E+13,17100,402029,0.5632
08-07-2014,ASIANPAINT,EQ,593.6,590.4,604,584.7,589.1,590.1,596.77,809330,4.82988E+13,24794,368551,0.4554
09-07-2014,ASIANPAINT,EQ,590.1,590.1,602.4,586.5,595,594.65,595.05,653792,3.89042E+13,19486,256190,0.39189999999999997
10-07-2014,ASIANPAINT,EQ,594.65,595,597.8,580,585,587,587.52,525220,3.08575E+13,14416,165919,0.3159
11-07-2014,ASIANPAINT,EQ,587,581.25,589.5,565.15,572.65,568.85,574.63,811989,4.66592E+13,23571,358264,0.4412
14-07-2014,ASIANPAINT,EQ,568.85,571.15,597.9,568.1,590.95,589.5,585.1,672433,3.93441E+13,19943,200196,0.2977
15-07-2014,ASIANPAINT,EQ,589.5,594.5,595.7,577,580,582.5,583.35,574018,33485257135000.004,17881,218172,0.3801
16-07-2014,ASIANPAINT,EQ,582.5,580.5,588.6,577,580,579.85,581.7,675645,3.93025E+13,20021,394264,0.5835
17-07-2014,ASIANPAINT,EQ,579.85,580,585,577.3,580,579.65,579.99,356143,2.0656E+13,9608,200212,0.5622
18-07-2014,ASIANPAINT,EQ,579.65,580.9,589.95,578.35,582,580.45,584.06,925055,5.40286E+13,25436,431233,0.4662
21-07-2014,ASIANPAINT,EQ,580.45,587.95,595,582,595,593.65,590.12,593459,3.50214E+13,14909,208233,0.35090000000000005
22-07-2014,ASIANPAINT,EQ,593.65,597.9,610.9,592.7,602.6,603.6,603.7,1929744,116498873675000.0,39317,420414,0.21789999999999998
23-07-2014,ASIANPAINT,EQ,603.6,606,610,595.6,600,603.35,603.49,1050820,63415860495000.01,24594,460539,0.43829999999999997
24-07-2014,ASIANPAINT,EQ,603.35,602.75,625.05,599.65,620.3,620.1,612.31,934022,5.71915E+13,25613,435381,0.4661
25-07-2014,ASIANPAINT,EQ,620.1,620.2,639.95,617.75,638,637.4,629.24,1129698,7.10849E+13,35428,434188,0.38430000000000003
28-07-2014,ASIANPAINT,EQ,637.4,640,644.9,627.5,635.2,636,637.93,878389,56035239379999.99,41474,442028,0.5032
30-07-2014,ASIANPAINT,EQ,636,632,649,625,643,643.9,637.63,641494,4.09034E+13,19148,267055,0.41630000000000006
31-07-2014,ASIANPAINT,EQ,643.9,644,644.95,625.1,628,628.65,633.82,1019233,6.46012E+13,25758,429882,0.4218
01-08-2014,ASIANPAINT,EQ,628.65,620.1,630.9,620.1,624,624.5,625.64,508437,31809801660000.004,17667,213617,0.4201
04-08-2014,ASIANPAINT,EQ,624.5,625.1,633.7,620.75,630,629.85,628.21,613756,3.85568E+13,25489,301168,0.4907
05-08-2014,ASIANPAINT,EQ,629.85,629.9,636,624,631.8,633.4,628.89,509925,3.20685E+13,22236,246210,0.4828
06-08-2014,ASIANPAINT,EQ,633.4,628.25,651.65,627.65,640,640.65,641.16,1057573,6.78076E+13,28989,507951,0.4803
07-08-2014,ASIANPAINT,EQ,640.65,640,642.25,630.25,631,631.95,633.94,467998,2.9668E+13,13038,183153,0.3914
08-08-2014,ASIANPAINT,EQ,631.95,628,628,614.25,616.1,617.95,619.35,732145,4.53453E+13,28022,445232,0.6081000000000001
11-08-2014,ASIANPAINT,EQ,617.95,617,622.95,609.15,612.7,613.8,615.44,500617,30809731110000.004,16446,275778,0.5509000000000001
12-08-2014,ASIANPAINT,EQ,613.8,618,618,606.05,614.35,614.2,612.45,757120,4.63696E+13,18627,438597,0.5793
13-08-2014,ASIANPAINT,EQ,614.2,614,628,610.55,615.2,615.75,619.03,1091498,67567350629999.99,30745,586711,0.5375
14-08-2014,ASIANPAINT,EQ,615.75,620,625,615.2,617.5,617.8,620.7,644135,3.99816E+13,29135,426362,0.6619
18-08-2014,ASIANPAINT,EQ,617.8,622.8,626.4,617.55,618,619.35,620.89,674655,4.18886E+13,21326,373414,0.5535
19-08-2014,ASIANPAINT,EQ,619.35,620.5,625.65,613,614,615.3,618.55,640905,3.96429E+13,16440,435075,0.6788
20-08-2014,ASIANPAINT,EQ,615.3,614,619.4,605.1,615.1,612.5,609.43,1083389,66024463104999.99,16276,813075,0.7505
21-08-2014,ASIANPAINT,EQ,612.5,614,624.55,611.15,614.5,613.9,617.34,827640,5.10937E+13,21268,407012,0.4918
22-08-2014,ASIANPAINT,EQ,613.9,613,619,609.05,611,610.2,612.42,662770,4.05895E+13,17524,450866,0.6803
25-08-2014,ASIANPAINT,EQ,610.2,615.9,617.25,602,604.2,604.6,608.38,873238,5.3126E+13,17871,505056,0.5784
26-08-2014,ASIANPAINT,EQ,604.6,604,612,603.35,606.85,608,607.95,780261,4.74362E+13,23120,415875,0.533
27-08-2014,ASIANPAINT,EQ,608,606.5,619.55,606.5,619,617.45,616.19,1286406,7.92676E+13,36933,800754,0.6225
